Project,Date,Chinook Run,Chinook,Jack Chinook,Steelhead,Wild Steelhead,Sockeye,Coho,Jack Coho,Shad,Lamprey,Bull Trout,Chum,Pink,TempC
Willamette Falls,12/2/06,,,,20,,,12,,,,,,,
Willamette Falls,12/3/06,,,,10,,,3,,,,,,,
Willamette Falls,12/4/06,,,,2,,,3,,,,,,,5.6
Willamette Falls,12/5/06,,,,1,,,3,,,,,,,5.6
Willamette Falls,12/6/06,,,,3,,,4,,,,,,,
Willamette Falls,12/7/06,,,,3,,,4,,,,,,,5
Willamette Falls,12/8/06,,,,5,,,,,,,,,,5
Willamette Falls,12/9/06,,,,3,,,1,,,,,,,
Willamette Falls,12/10/06,,,,13,,,3,,,,,,,
Willamette Falls,12/11/06,,,,8,,,,,,,,,,5.6
Willamette Falls,12/12/06,,,,45,,,,1,,,,,,5.6
Willamette Falls,12/13/06,,,,24,,,,1,,,,,,7.2
Willamette Falls,12/14/06,,,,1,,,,,,,,,,8.3
Willamette Falls,12/15/06,,,,9,,,,,,,,,,8.9
Willamette Falls,12/16/06,,,,3,,,,,,,,,,
Willamette Falls,12/17/06,,,,3,,,,,,,,,,
Willamette Falls,12/18/06,,,,,,,,,,,,,,5.6
Willamette Falls,12/19/06,,,,2,,,,,,,,,,5
Willamette Falls,12/20/06,,,,2,,,,,,,,,,4.4
Willamette Falls,12/21/06,,,,8,,,,,,,,,,
Willamette Falls,12/22/06,,,,25,,,,,,,,,,5
Willamette Falls,12/23/06,,,,13,,,,,,,,,,
Willamette Falls,12/24/06,,,,16,,,,,,,,,,
Willamette Falls,12/25/06,,,,23,,,,,,,,,,
Willamette Falls,12/26/06,,,,14,,,,,,,,,,
Willamette Falls,12/27/06,,,,4,,,,,,,,,,6.1
Willamette Falls,12/28/06,,,,2,,,,,,,,,,6.1
Willamette Falls,12/29/06,,,,2,,,,,,,,,,5.6
Willamette Falls,12/30/06,,,,4,,,,,,,,,,
Willamette Falls,12/31/06,,,,20,,,,,,,,,,
Willamette Falls,1/1/07,,,,10,,,,,,,,,,
Willamette Falls,1/2/07,,,,49,,,,,,,,,,5
Willamette Falls,1/3/07,,,,69,,,,,,,,,,5
Willamette Falls,1/4/07,,,,5,,,,,,,,,,4.4
Willamette Falls,1/5/07,,,,3,,,1,,,,,,,4.4
Willamette Falls,1/6/07,,,,5,,,,,,,,,,
Willamette Falls,1/7/07,,,,11,,,,,,,,,,
Willamette Falls,1/8/07,,,,30,,,1,,,,,,,6.1
Willamette Falls,1/9/07,,,,119,,,,,,,,,,6.1
Willamette Falls,1/10/07,,,,124,,,,,,,,,,5.6
Willamette Falls,1/11/07,,,,69,,,,,,,,,,
Willamette Falls,1/12/07,,,,10,,,,,,,,,,5
Willamette Falls,1/13/07,,,,,,,,,,,,,,
Willamette Falls,1/14/07,,,,,,,,,,,,,,
Willamette Falls,1/15/07,,,,4,,,,,,,,,,
Willamette Falls,1/16/07,,,,1,,,,,,,,,,
Willamette Falls,1/17/07,,,,6,,,,,,,,,,3.3
Willamette Falls,1/18/07,,,,17,,,,,,,,,,3.3
Willamette Falls,1/19/07,,,,53,,,,,,,,,,3.3
Willamette Falls,1/20/07,,,,110,,,,,,,,,,
Willamette Falls,1/21/07,,,,60,,,,,,,,,,
Willamette Falls,1/22/07,,,,84,,,,,,,,,,4.4
Willamette Falls,1/23/07,,,,52,,,,,,,,,,4.4
Willamette Falls,1/24/07,,,,24,,,,,,,,,,4.4
Willamette Falls,1/25/07,,,,12,,,,,,,,,,4.4
Willamette Falls,1/26/07,,,,22,,,,,,,,,,4.4
Willamette Falls,1/27/07,,,,16,,,,,,,,,,
Willamette Falls,1/28/07,,,,15,,,,,,,,,,
Willamette Falls,1/29/07,,,,1,,,,,,,,,,4.4
Willamette Falls,1/30/07,,,,1,,,,,,,,,,4.4
Willamette Falls,1/31/07,,,,,,,,,,,,,,3.9
Willamette Falls,2/1/07,,,,1,,,,,,,,,,3.9
Willamette Falls,2/2/07,,,,2,,,,,,,,,,3.3
Willamette Falls,2/3/07,,,,3,,,,,,,,,,
Willamette Falls,2/4/07,,,,3,,,,,,,,,,
Willamette Falls,2/5/07,,,,11,,,,,,,,,,3.3
Willamette Falls,2/6/07,,,,30,,,,,,,,,,3.3
Willamette Falls,2/7/07,,,,139,,,,,,,,,,4.4
Willamette Falls,2/8/07,,,,69,,,,,,,,,,4.4
Willamette Falls,2/9/07,,,,119,,,,,,,,,,5
Willamette Falls,2/10/07,,,,45,,,,,,,,,,
Willamette Falls,2/11/07,,,,79,,,,,,,,,,
Willamette Falls,2/12/07,,,,41,,,,,,,,,,6.7
Willamette Falls,2/13/07,,,,36,,,,,,,,,,6.7
Willamette Falls,2/14/07,,,,39,,,,,,,,,,6.7
Willamette Falls,2/15/07,,1,,108,,,,,,,,,,7.8
Willamette Falls,2/16/07,,,,348,,,,,,,,,,7.8
Willamette Falls,2/17/07,,,,156,,,,,,,,,,
Willamette Falls,2/18/07,,,,121,,,,,,,,,,
Willamette Falls,2/19/07,,,,115,,,,,,,,,,
Willamette Falls,2/20/07,,,,151,,,,,,,,,,8.9
Willamette Falls,2/21/07,,,,150,,,,,,,,,,8.3
Willamette Falls,2/22/07,,,,29,,,,,,,,,,
Willamette Falls,2/23/07,,,,14,,,,,,,,,,
Willamette Falls,2/24/07,,,,23,,,,,,,,,,
Willamette Falls,2/25/07,,,,22,,,,,,,,,,
Willamette Falls,2/26/07,,,,7,,,,,,,,,,6.7
Willamette Falls,2/27/07,,,,12,,,,,,,,,,6.1
Willamette Falls,2/28/07,,,,2,,,,,,,,,,5.6
Willamette Falls,3/1/07,,,,2,,,,,,,,,,5
Willamette Falls,3/2/07,,,,26,,,,,,,,,,5
Willamette Falls,3/3/07,,,,47,,,,,,,,,,
Willamette Falls,3/4/07,,,,87,,,,,,,,,,
Willamette Falls,3/5/07,,,,127,,,,,,,,,,7.8
Willamette Falls,3/6/07,,,,171,,,,,,,,,,8.9
Willamette Falls,3/7/07,,,,101,,,,,,,,,,8.9
Willamette Falls,3/8/07,,,,75,,,,,,,,,,8.9
Willamette Falls,3/9/07,,,,32,,,,,,,,,,8.9
Willamette Falls,3/10/07,,,,42,,,,,,,,,,
Willamette Falls,3/11/07,,,,33,,,,,,,,,,
Willamette Falls,3/12/07,,,,62,,,,,,,,,,8.9
Willamette Falls,3/13/07,,,,82,,,,,,,,,,8.9
Willamette Falls,3/14/07,,,,69,,,,,,,,,,9.4
Willamette Falls,3/15/07,,1,,45,,,,,,,,,,9.4
Willamette Falls,3/16/07,,1,,19,,,,,,,,,,10
Willamette Falls,3/17/07,,3,,25,,,,,,,,,,
Willamette Falls,3/18/07,,,,20,,,,,,,,,,
Willamette Falls,3/19/07,,2,,36,,,,,,,,,,10.6
Willamette Falls,3/20/07,,1,,29,,,,,,,,,,10.6
Willamette Falls,3/21/07,,2,,21,,,,,,,,,,10.6
Willamette Falls,3/22/07,,1,,11,,,,,,,,,,10
Willamette Falls,3/23/07,,1,,11,,,,,,,,,,
Willamette Falls,3/24/07,,,,14,,,,,,,,,,
Willamette Falls,3/25/07,,,,15,,,,,,,,,,
Willamette Falls,3/26/07,,,,27,,,,,,,,,,
Willamette Falls,3/27/07,,1,,21,,,,,,,,,,10
Willamette Falls,3/28/07,,1,,27,,,,,,,,,,10
Willamette Falls,3/29/07,,,,13,,,,,,,,,,9.4
Willamette Falls,3/30/07,,,,9,,,,,,,,,,10.6
Willamette Falls,3/31/07,,1,,21,,,,,,,,,,
Willamette Falls,4/1/07,,1,,18,,,,,,,,,,
Willamette Falls,4/2/07,,9,,69,,,,,,,,,,10
Willamette Falls,4/3/07,,8,,22,,,,,,,,,,10
Willamette Falls,4/4/07,,5,,12,,,,,,,,,,9.4
Willamette Falls,4/5/07,,5,,24,,,,,,,,,,10
Willamette Falls,4/6/07,,16,,41,,,,,,,,,,10.6
Willamette Falls,4/7/07,,49,,89,,,,,,,,,,
Willamette Falls,4/8/07,,88,1,102,,,,,,,,,,
Willamette Falls,4/9/07,,123,,44,,,,,,,,,,11.7
Willamette Falls,4/10/07,,41,,26,,,,,,,,,,11.1
Willamette Falls,4/11/07,,24,,16,,,,,,,,,,11.1
Willamette Falls,4/12/07,,16,1,44,,,,,,,,,,11.1
Willamette Falls,4/13/07,,23,,20,,,,,,,,,,10.6
Willamette Falls,4/14/07,,9,,49,,,,,,,,,,
Willamette Falls,4/15/07,,17,,27,,,,,,,,,,
Willamette Falls,4/16/07,,64,,22,,,,,,,,,,10.6
Willamette Falls,4/17/07,,26,,20,,,,,,,,,,10
Willamette Falls,4/18/07,,19,,10,,,,,,,,,,10
Willamette Falls,4/19/07,,5,,13,,,,,,,,,,10
Willamette Falls,4/20/07,,26,,23,,,,,,,,,,10
Willamette Falls,4/21/07,,42,,52,,,,,,,,,,
Willamette Falls,4/22/07,,34,,58,,,,,,,,,,
Willamette Falls,4/23/07,,95,,54,,,,,,,,,,10.6
Willamette Falls,4/24/07,,101,,60,,,,,,,,,,10.6
Willamette Falls,4/25/07,,278,,105,,,,,,,,,,11.1
Willamette Falls,4/26/07,,555,,139,,,,,,,,,,
Willamette Falls,4/27/07,,449,2,134,,,,,,,,,,
Willamette Falls,4/28/07,,1236,4,157,,,,,,,,,,
Willamette Falls,4/29/07,,1188,2,139,,,,,,,,,,
Willamette Falls,4/30/07,,1012,2,167,,,,,,,,,,14.4
Willamette Falls,5/1/07,,796,4,122,,,,,,,,,,14.4
Willamette Falls,5/2/07,,553,2,96,,,,,,,,,,14.4
Willamette Falls,5/3/07,,197,3,90,,,,,,,,,,13.3
Willamette Falls,5/4/07,,71,1,63,,,,,,,,,,13.3
Willamette Falls,5/5/07,,27,,63,,,,,,,,,,
Willamette Falls,5/6/07,,47,,109,,,,,,,,,,
Willamette Falls,5/7/07,,87,,118,,,,,,,,,,12.8
Willamette Falls,5/8/07,,214,1,107,,,,,,,,,,13.3
Willamette Falls,5/9/07,,491,1,120,,,,,,,,,,14.4
Willamette Falls,5/10/07,,785,3,107,,,,,,,,,,15.6
Willamette Falls,5/11/07,,1140,7,192,,,,,,,,,,16.1
Willamette Falls,5/12/07,,837,5,237,,,,,,,,,,
Willamette Falls,5/13/07,,564,4,177,,,,,,,,,,
Willamette Falls,5/14/07,,448,3,154,,,,,,,,,,14.4
Willamette Falls,5/15/07,,191,,100,,,,,,,,,,14.4
Willamette Falls,5/16/07,,198,4,134,,,,,,,,,,14.4
Willamette Falls,5/17/07,,921,20,170,,,,,,,,,,15
Willamette Falls,5/18/07,,789,20,211,,,,,,,,,,15.6
Willamette Falls,5/19/07,,458,18,146,,,,,,,,,,
Willamette Falls,5/20/07,,257,10,169,,,,,,,,,,
Willamette Falls,5/21/07,,170,6,105,,,,,,,,,,15.6
Willamette Falls,5/22/07,,97,4,113,,,,,,,,,,
Willamette Falls,5/23/07,,97,1,126,,,,,,,,,,14.4
Willamette Falls,5/24/07,,86,3,83,,,,,,,,,,14.4
Willamette Falls,5/25/07,,179,5,185,,,,,,,,,,
Willamette Falls,5/26/07,,252,7,227,,,,,,,,,,
Willamette Falls,5/27/07,,306,3,229,,,,,,,,,,
Willamette Falls,5/28/07,,228,5,277,,,,,,,,,,
Willamette Falls,5/29/07,,145,,255,,,,,,,,,,15.6
Willamette Falls,5/30/07,,151,3,304,,,,,,,,,,15.6
Willamette Falls,5/31/07,,198,2,219,,,,,,,,,,16.1
Willamette Falls,6/1/07,,186,1,182,,,,,,,,,,16.7
Willamette Falls,6/2/07,,217,,198,,,,,,,,,,
Willamette Falls,6/3/07,,222,3,176,,,,,,,,,,
Willamette Falls,6/4/07,,199,5,173,,,,,,,,,,20
Willamette Falls,6/5/07,,150,1,129,,,,,,,,,,20
Willamette Falls,6/6/07,,142,1,179,,,,,,,,,,20
Willamette Falls,6/7/07,,147,2,154,,,,,,,,,,18.9
Willamette Falls,6/8/07,,177,1,159,,,,,,,,,,18.3
Willamette Falls,6/9/07,,124,1,171,,,,,,,,,,
Willamette Falls,6/10/07,,96,,166,,,,,,,,,,
Willamette Falls,6/11/07,,77,1,211,,,,,,,,,,16.7
Willamette Falls,6/12/07,,108,1,190,,,,,,,,,,17.2
Willamette Falls,6/13/07,,167,3,246,,,,,,,,,,16.7
Willamette Falls,6/14/07,,198,3,180,,,,,,,,,,16.7
Willamette Falls,6/15/07,,266,1,167,,,,,,,,,,
Willamette Falls,6/16/07,,213,2,170,,,,,,,,,,
Willamette Falls,6/17/07,,255,,204,,,,,,,,,,
Willamette Falls,6/18/07,,185,1,149,,,,,,,,,,17.8
Willamette Falls,6/19/07,,173,3,126,,,,,,,,,,18.3
Willamette Falls,6/20/07,,178,2,185,,,,,,,,,,18.9
Willamette Falls,6/21/07,,160,2,191,,,,,,,,,,20
Willamette Falls,6/22/07,,179,2,179,,,,,,,,,,
Willamette Falls,6/23/07,,154,,160,,,,,,,,,,
Willamette Falls,6/24/07,,131,1,206,,,,,,,,,,
Willamette Falls,6/25/07,,133,1,199,,,,,,,,,,20
Willamette Falls,6/26/07,,145,2,204,,,,,,,,,,21.1
Willamette Falls,6/27/07,,183,,204,,,,,,,,,,21.1
Willamette Falls,6/28/07,,148,4,222,,,,,,,,,,
Willamette Falls,6/29/07,,136,3,229,,,,,,,,,,
Willamette Falls,6/30/07,,94,,217,,,,,,,,,,
Willamette Falls,7/1/07,,88,1,191,,,,,,,,,,
Willamette Falls,7/2/07,,105,2,153,,,,,,,,,,
Willamette Falls,7/3/07,,109,1,167,,,,,,,,,,21.1
Willamette Falls,7/4/07,,126,1,155,,,,,,,,,,
Willamette Falls,7/5/07,,122,,124,,,,,,,,,,21.7
Willamette Falls,7/6/07,,86,4,164,,,,,,,,,,22.2
Willamette Falls,7/7/07,,72,7,102,,,,,,,,,,23.3
Willamette Falls,7/8/07,,48,,87,,,,,,,,,,
Willamette Falls,7/9/07,,30,,66,,,,,,,,,,23.9
Willamette Falls,7/10/07,,22,,21,,,,,,,,,,24.4
Willamette Falls,7/11/07,,13,,12,,,,,,,,,,25
Willamette Falls,7/12/07,,8,,6,,,,,,,,,,25.6
Willamette Falls,7/13/07,,7,1,5,,,,,,,,,,26.7
Willamette Falls,7/14/07,,7,1,10,,,,,,,,,,
Willamette Falls,7/15/07,,2,,,,,,,,,,,,
Willamette Falls,7/16/07,,3,,4,,,,,,,,,,25
Willamette Falls,7/17/07,,,1,1,,,,,,,,,,24.4
Willamette Falls,7/18/07,,2,,,,,,,,,,,,24.4
Willamette Falls,7/19/07,,6,,2,,,,,,,,,,23.9
Willamette Falls,7/20/07,,17,,17,,,,,,,,,,23.3
Willamette Falls,7/21/07,,28,2,40,,,,,,,,,,
Willamette Falls,7/22/07,,40,2,66,,,,,,,,,,
Willamette Falls,7/23/07,,46,1,53,,,,,,,,,,22.2
Willamette Falls,7/24/07,,23,1,61,,,,,,,,,,22.2
Willamette Falls,7/25/07,,61,2,59,,,,,,,,,,
Willamette Falls,7/26/07,,61,7,74,,,,,,,,,,
Willamette Falls,7/27/07,,28,2,70,,,,,,,,,,22.8
Willamette Falls,7/28/07,,23,8,105,,,,,,,,,,
Willamette Falls,7/29/07,,15,2,96,,,,,,,,,,
Willamette Falls,7/30/07,,9,2,29,,,,,,,,,,23.3
Willamette Falls,7/31/07,,5,5,58,,,,,,,,,,
Willamette Falls,8/1/07,,18,3,44,,,,,,,,,,24.4
Willamette Falls,8/2/07,,11,,32,,,,,,,,,,24.4
Willamette Falls,8/3/07,,10,1,37,,,,,,,,,,23.9
Willamette Falls,8/4/07,,1,,31,,,,,,,,,,
Willamette Falls,8/5/07,,8,,19,,,,,,,,,,
Willamette Falls,8/6/07,,5,3,20,,,,,,,,,,22.8
Willamette Falls,8/7/07,,2,,5,,,,,,,,,,22.8
Willamette Falls,8/8/07,,4,1,19,,,,,,,,,,22.8
Willamette Falls,8/9/07,,4,1,15,,,,,,,,,,22.8
Willamette Falls,8/10/07,,17,2,27,,,,,,,,,,22.2
Willamette Falls,8/11/07,,4,,22,,,,,,,,,,
Willamette Falls,8/12/07,,3,2,17,,,,,,,,,,
Willamette Falls,8/13/07,,2,2,39,,,,,,,,,,21.7
Willamette Falls,8/14/07,,9,8,26,,,,,,,,,,21.7
Willamette Falls,8/15/07,,5,,21,,,,,,,,,,22.2
Willamette Falls,8/16/07,,3,2,23,,,,,,,,,,22.2
Willamette Falls,8/17/07,,5,,16,,,,,,,,,,22.2
Willamette Falls,8/18/07,,5,3,29,,,,,,,,,,
Willamette Falls,8/19/07,,6,1,31,,,1,,,,,,,
Willamette Falls,8/20/07,,3,1,37,,,1,,,,,,,22.2
Willamette Falls,8/21/07,,5,1,65,,,2,2,,,,,,22.2
Willamette Falls,8/22/07,,3,1,25,,,,,,,,,,21.7
Willamette Falls,8/23/07,,,,3,,,,,,,,,,22.2
Willamette Falls,8/24/07,,,,7,,,1,,,,,,,22.2
Willamette Falls,8/25/07,,,,4,,,,,,,,,,
Willamette Falls,8/26/07,,,,2,,,,1,,,,,,
Willamette Falls,8/27/07,,2,1,7,,,5,,,,,,,21.1
Willamette Falls,8/28/07,,6,2,24,,,4,3,,,,,,21.1
Willamette Falls,8/29/07,,,,3,,,2,,,,,,,21.7
Willamette Falls,8/30/07,,1,,2,,,,,,,,,,21.7
Willamette Falls,8/31/07,,,1,,,,,,,,,,,
Willamette Falls,9/1/07,,2,,,,,1,2,,,,,,
Willamette Falls,9/2/07,,,,,,,3,3,,,,,,
Willamette Falls,9/3/07,,4,,,,,2,1,,,,,,
Willamette Falls,9/4/07,,4,,5,,,2,,,,,,,22.2
Willamette Falls,9/5/07,,1,,4,,,3,,,,,,,22.2
Willamette Falls,9/6/07,,1,,1,,,3,,,,,,,22.8
Willamette Falls,9/7/07,,1,1,2,,,2,1,,,,,,
Willamette Falls,9/8/07,,1,,2,,,,1,,,,,,
Willamette Falls,9/9/07,,1,,,,,,,,,,,,
Willamette Falls,9/10/07,,6,,11,,,16,4,,,,,,21.1
Willamette Falls,9/11/07,,6,,5,,,16,,,,,,,21.1
Willamette Falls,9/12/07,,9,1,2,,,17,3,,,,,,22.2
Willamette Falls,9/13/07,,1,,2,,,11,,,,,,,22.2
Willamette Falls,9/14/07,,3,,1,,,41,6,,,,,,21.1
Willamette Falls,9/15/07,,6,,4,,,20,1,,,,,,
Willamette Falls,9/16/07,,4,,1,,,12,2,,,,,,
Willamette Falls,9/17/07,,2,,,,,9,1,,,,,,20
Willamette Falls,9/18/07,,1,,1,,,7,1,,,,,,20
Willamette Falls,9/19/07,,2,,4,,,30,2,,,,,,18.3
Willamette Falls,9/20/07,,7,2,1,,,32,,,,,,,17.8
Willamette Falls,9/21/07,,4,,,,,29,3,,,,,,17.8
Willamette Falls,9/22/07,,3,,1,,,16,2,,,,,,
Willamette Falls,9/23/07,,2,,1,,,14,3,,,,,,
Willamette Falls,9/24/07,,,,1,,,16,3,,,,,,16.7
Willamette Falls,9/25/07,,3,,,,,35,8,,,,,,16.7
Willamette Falls,9/26/07,,2,,2,,,28,1,,,,,,16.7
Willamette Falls,9/27/07,,,,2,,,26,7,,,,,,16.1
Willamette Falls,9/28/07,,2,,,,,24,11,,,,,,16.1
Willamette Falls,9/29/07,,3,,3,,,26,9,,,,,,
Willamette Falls,9/30/07,,,,2,,,14,2,,,,,,
Willamette Falls,10/1/07,,5,,4,,,82,6,,,,,,15.6
Willamette Falls,10/2/07,,1,,2,,,29,1,,,,,,15.6
Willamette Falls,10/3/07,,1,,1,,,45,5,,,,,,15
Willamette Falls,10/4/07,,2,,,,,22,3,,,,,,15
Willamette Falls,10/5/07,,,,2,,,24,1,,,,,,
Willamette Falls,10/6/07,,1,,2,,,20,3,,,,,,
Willamette Falls,10/7/07,,4,,7,,,74,12,,,,,,
Willamette Falls,10/8/07,,,,1,,,13,,,,,,,13.3
Willamette Falls,10/9/07,,1,,,,,16,1,,,,,,13.3
Willamette Falls,10/10/07,,3,,,,,26,5,,,,,,12.8
Willamette Falls,10/11/07,,1,,2,,,10,3,,,,,,
Willamette Falls,10/12/07,,2,,1,,,16,6,,,,,,12.8
Willamette Falls,10/13/07,,5,1,5,,,30,7,,,,,,
Willamette Falls,10/14/07,,1,,4,,,16,3,,,,,,
Willamette Falls,10/15/07,,,,,,,21,,,,,,,14.4
Willamette Falls,10/16/07,,3,,,,,18,,,,,,,14.4
Willamette Falls,10/17/07,,1,,1,,,9,1,,,,,,13.9
Willamette Falls,10/18/07,,,,1,,,5,1,,,,,,12.8
Willamette Falls,10/19/07,,,,1,,,4,4,,,,,,12.2
Willamette Falls,10/20/07,,1,,2,,,3,,,,,,,
Willamette Falls,10/21/07,,2,,,,,6,1,,,,,,
Willamette Falls,10/22/07,,2,,3,,,6,1,,,,,,11.7
Willamette Falls,10/23/07,,,,,,,5,,,,,,,11.7
Willamette Falls,10/24/07,,,,1,,,3,2,,,,,,11.7
Willamette Falls,10/25/07,,,,1,,,1,,,,,,,11.1
Willamette Falls,10/26/07,,,,,,,1,1,,,,,,11.1
Willamette Falls,10/27/07,,,,,,,3,1,,,,,,
Willamette Falls,10/28/07,,,,1,,,2,,,,,,,
Willamette Falls,10/29/07,,,,,,,1,,,,,,,10
Willamette Falls,10/30/07,,1,,1,,,2,1,,,,,,10
Willamette Falls,10/31/07,,,,1,,,,,,,,,,10
Willamette Falls,11/1/07,,,,1,,,1,1,,,,,,10
Willamette Falls,11/2/07,,,,1,,,1,,,,,,,
Willamette Falls,11/3/07,,1,,1,,,1,,,,,,,
Willamette Falls,11/4/07,,1,,1,,,1,1,,,,,,
Willamette Falls,11/5/07,,,,1,,,1,2,,,,,,9.4
Willamette Falls,11/6/07,,,,,,,1,,,,,,,9.4
Willamette Falls,11/7/07,,,,2,,,,,,,,,,10
Willamette Falls,11/8/07,,,,5,,,1,1,,,,,,10
Willamette Falls,11/9/07,,1,,3,,,1,2,,,,,,10
Willamette Falls,11/10/07,,,,1,,,1,,,,,,,
Willamette Falls,11/11/07,,,,,,,,,,,,,,
Willamette Falls,11/12/07,,,,,,,,,,,,,,
Willamette Falls,11/13/07,,,,1,,,,1,,,,,,10.6
Willamette Falls,11/14/07,,,,1,,,,1,,,,,,10
Willamette Falls,11/15/07,,,,,,,2,1,,,,,,10
Willamette Falls,11/16/07,,,,2,,,1,,,,,,,10.6
Willamette Falls,11/17/07,,,,,,,,,,,,,,
Willamette Falls,11/18/07,,,,,,,2,,,,,,,
Willamette Falls,11/19/07,,,,1,,,3,,,,,,,10
Willamette Falls,11/20/07,,,,,,,2,,,,,,,10
Willamette Falls,11/21/07,,,,1,,,1,,,,,,,8.9
Willamette Falls,11/22/07,,,,3,,,4,,,,,,,
Willamette Falls,11/23/07,,,,2,,,2,,,,,,,7.8
Willamette Falls,11/24/07,,1,,9,,,4,,,,,,,
Willamette Falls,11/25/07,,,,5,,,6,,,,,,,
Willamette Falls,11/26/07,,,,1,,,7,1,,,,,,
Willamette Falls,11/27/07,,1,,,,,,1,,,,,,5.6
Willamette Falls,11/28/07,,,,2,,,1,,,,,,,5.6
Willamette Falls,11/29/07,,,,3,,,,,,,,,,5
Willamette Falls,11/30/07,,,,6,,,,,,,,,,5
Willamette Falls,12/1/07,,,,14,,,2,,,,,,,
Willamette Falls,12/2/07,,,,9,,,,,,,,,,
Willamette Falls,12/3/07,,,,7,,,1,,,,,,,6.1
Willamette Falls,12/4/07,,,,1,,,,,,,,,,6.7
Willamette Falls,12/5/07,,,,,,,,,,,,,,8.9
Willamette Falls,12/6/07,,,,,,,2,,,,,,,8.9
Willamette Falls,12/7/07,,,,1,,,,,,,,,,9.4
Willamette Falls,12/8/07,,,,4,,,,,,,,,,
Willamette Falls,12/9/07,,,,1,,,,,,,,,,
Willamette Falls,12/10/07,,,,10,,,1,,,,,,,7.8
Willamette Falls,12/11/07,,,,9,,,,,,,,,,6.7
Willamette Falls,12/12/07,,,,23,,,3,,,,,,,5.6
Willamette Falls,12/13/07,,,,38,,,2,,,,,,,5
Willamette Falls,12/14/07,,,,42,,,,,,,,,,5
Willamette Falls,12/15/07,,,,52,,,,,,,,,,
Willamette Falls,12/16/07,,,,33,,,1,,,,,,,
Willamette Falls,12/17/07,,,,22,,,1,,,,,,,5.6
Willamette Falls,12/18/07,,,,26,,,2,,,,,,,5.6
Willamette Falls,12/19/07,,,,59,,,1,,,,,,,6.1
Willamette Falls,12/20/07,,,,46,,,2,,,,,,,6.7
Willamette Falls,12/21/07,,,,2,,,,,,,,,,6.7
Willamette Falls,12/22/07,,,,,,,,,,,,,,
Willamette Falls,12/23/07,,,,7,,,,,,,,,,
Willamette Falls,12/24/07,,,,22,,,,,,,,,,
Willamette Falls,12/25/07,,,,6,,,,,,,,,,
Willamette Falls,12/26/07,,,,6,,,,,,,,,,5.6
Willamette Falls,12/27/07,,,,1,,,,,,,,,,
Willamette Falls,12/28/07,,,,1,,,,,,,,,,5
Willamette Falls,12/29/07,,,,9,,,,,,,,,,
Willamette Falls,12/30/07,,,,85,,,2,,,,,,,
Willamette Falls,12/31/07,,,,90,,,,,,,,,,4.4
Willamette Falls,1/1/08,,,,32,,,,,,,,,,
Willamette Falls,1/2/08,,,,23,,,,,,,,,,4.4
Willamette Falls,1/3/08,,,,50,,,,,,,,,,4.4
Willamette Falls,1/4/08,,,,98,,,,,,,,,,4.4
Willamette Falls,1/5/08,,,,87,,,,,,,,,,
Willamette Falls,1/6/08,,,,22,,,,,,,,,,
Willamette Falls,1/7/08,,,,1,,,,,,,,,,5
Willamette Falls,1/8/08,,,,,,,,,,,,,,5
Willamette Falls,1/9/08,,,,4,,,,,,,,,,4.4
Willamette Falls,1/10/08,,,,3,,,,,,,,,,4.4
Willamette Falls,1/11/08,,,,2,,,,,,,,,,5
Willamette Falls,1/12/08,,,,17,,,,,,,,,,
Willamette Falls,1/13/08,,,,33,,,,,,,,,,
Willamette Falls,1/14/08,,,,22,,,,,,,,,,6.1
Willamette Falls,1/15/08,,,,37,,,,,,,,,,
Willamette Falls,1/16/08,,,,23,,,,,,,,,,5
Willamette Falls,1/17/08,,,,11,,,,,,,,,,4.4
Willamette Falls,1/18/08,,,,14,,,,,,,,,,4.4
Willamette Falls,1/19/08,,,,9,,,,,,,,,,
Willamette Falls,1/20/08,,,,9,,,,,,,,,,
Willamette Falls,1/21/08,,,,9,,,,,,,,,,
Willamette Falls,1/22/08,,,,6,,,,,,,,,,3.9
Willamette Falls,1/23/08,,,,5,,,,,,,,,,3.3
Willamette Falls,1/24/08,,,,1,,,,,,,,,,3.3
Willamette Falls,1/25/08,,,,5,,,,,,,,,,2.2
Willamette Falls,1/26/08,,,,5,,,,,,,,,,
Willamette Falls,1/27/08,,,,5,,,,,,,,,,
Willamette Falls,1/28/08,,,,11,,,,,,,,,,2.2
Willamette Falls,1/29/08,,,,1,,,,,,,,,,2.2
Willamette Falls,1/30/08,,,,1,,,,,,,,,,2.2
Willamette Falls,1/31/08,,,,6,,,,,,,,,,3.3
Willamette Falls,2/1/08,,,,11,,,,,,,,,,3.3
Willamette Falls,2/2/08,,,,14,,,,,,,,,,
Willamette Falls,2/3/08,,,,22,,,,,,,,,,
Willamette Falls,2/4/08,,,,13,,,,,,,,,,4.4
Willamette Falls,2/5/08,,,,28,,,,,,,,,,4.4
Willamette Falls,2/6/08,,,,44,,,,,,,,,,4.4
Willamette Falls,2/7/08,,,,112,,,,,,,,,,5
Willamette Falls,2/8/08,,,,53,,,,,,,,,,
Willamette Falls,2/9/08,,,,143,,,,,,,,,,
Willamette Falls,2/10/08,,,,147,,,,,,,,,,
Willamette Falls,2/11/08,,,,152,,,,,,,,,,
Willamette Falls,2/12/08,,,,123,,,,,,,,,,
Willamette Falls,2/13/08,,,,66,,,,,,,,,,
Willamette Falls,2/14/08,,,,57,,,,,,,,,,
